Tiêu đề,Diện tích(m2),Số phòng ngủ,Số Phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Chính chủ gửi bán gấp căn nhà Lã Xuân Oai đường oto, 2 tầng, 60m2, SHR",60,2,2,20/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,2.2,https://batdongsan.vn/chinh-chu-gui-ban-gap-can-nha-la-xuan-oai-duong-oto-2-tang-60m2-shr-r281395
"Bán căn hộ khách sạn Tứ Liên, Tây Hồ 94m vuông, 10 phòng, mặt tiền rộng 5.5m giá 15 tỷ",94,10,10,20/10/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,15.0,https://batdongsan.vn/ban-can-ho-khach-san-tu-lien-tay-ho-94m-vuong-10-phong-mat-tien-rong-55m-gia-15-ty-r281394
"Bán căn LK lô góc FLC Sài Đồng, Long Biên, 97m x 5 tầng, MT 7m, kinh doanh, 14 tỷ 2",97,4,4,20/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,14.2,https://batdongsan.vn/ban-can-lk-lo-goc-flc-sai-dong-long-bien-97m-x-5-tang-mt-7m-kinh-doanh-14-ty-2-r281393
VIP THÁI HÀ – ĐỐNG ĐA – 3 NGỦ – Ô TÔ ĐỖ CỬA – 2 THOÁNG – 4.85 TỶ,35,,,20/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,4.85,https://batdongsan.vn/vip-thai-ha-dong-da-3-ngu-o-to-d-cua-2-thoang-485-ty-r281392
NHỈNH 6 TỶ Ở NHÀ ĐẸP 5 TẦNG – LÔ GÓC – 20M NGUYỄN VĂN TUYẾT – 35M,,,,20/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,,https://batdongsan.vn/nhinh-6-ty-o-nha-dep-5-tang-lo-goc-20m-nguyen-van-tuyet-35m-r281391
NHỈNH 6 TỶ Ở NHÀ ĐẸP 5 TẦNG – LÔ GÓC – 20M NGUYỄN VĂN TUYẾT – 35M,,,,20/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,,https://batdongsan.vn/nhinh-6-ty-o-nha-dep-5-tang-lo-goc-20m-nguyen-van-tuyet-35m-r281390
"Bán Nhà 4 Tầng Đường Phạm Tử Nghi, Lê Chân, Hải Phòng kinh doanh tốt giá 4,9 tỷ",51,4,3,20/10/2023,Hải Phòng,Lê Chân,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,4.9,https://batdongsan.vn/ban-nha-4-tang-duong-pham-tu-nghi-le-chan-hai-phong-kinh-doanh-tot-gia-49-ty-r281384
"Bán Nhà Mặt Đường Trực Cát, Lê Chân, Hải Phòng 97m2 - Vị Trí Đẹp, Tiện Ích Đầy Đủ giá 7.5 tỷ",97,3,2,20/10/2023,Hải Phòng,Lê Chân,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,7.5,https://batdongsan.vn/ban-nha-mat-duong-truc-cat-le-chan-hai-phong-97m2-vi-tri-dep-tien-ich-day-du-gia-75-ty-r281382
"Bán Nhà Mặt Đường Trực Cát, Lê Chân, Hải Phòng 97m2 - Vị Trí Đẹp, Tiện Ích Đầy Đủ giá 7.5 tỷ",97,3,2,20/10/2023,Hải Phòng,Lê Chân,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,7.5,https://batdongsan.vn/ban-nha-mat-duong-truc-cat-le-chan-hai-phong-97m2-vi-tri-dep-tien-ich-day-du-gia-75-ty-r281381
"Bán nhà mặt tiền Đường số 9 Phường 16 Gò Vấp, 33m2, 3 tầng, chỉ 4.9 tỷ",33,,,20/10/2023,TP Hồ Chí Minh,Gò Vấp,Đông-Bắc,,Bán Nhà mặt phố,4.9,https://batdongsan.vn/ban-nha-mat-tien-duong-so-9-phuong-16-go-vap-33m2-3-tang-chi-49-ty-r281379
"Bán gấp Nhà 2 MT đường số Lê Văn Việt ,52 m2 ,oto đậu, kinh doanh",52,2,2,20/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,4.2,https://batdongsan.vn/ban-gap-nha-2-mt-duong-so-le-van-viet-52-m2-oto-dau-kinh-doanh-r281378
"Bán nhà mặt tiền đường Số 1 Phường 11 Gò Vấp, 87m2, 4 tầng chỉ 9.5 tỷ",87,4,,20/10/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,9.5,https://batdongsan.vn/ban-nha-mat-tien-duong-so-1-phuong-11-go-vap-87m2-4-tang-chi-95-ty-r281377
Nhà mt đường nội bô 3 tầng 110m2-căn góc ngang 7m- quận 10,110,7,4,21/10/2023,TP Hồ Chí Minh,Quận 10,Tây-Nam,Tây-Nam,Bán Nhà riêng,21.88,https://batdongsan.vn/nha-mt-duong-noi-bo-3-tang-110m2-can-goc-ngang-7m-quan-10-r281375
"Nhà rộng, ô tô đỗ cửa Trần Văn Quang, P.10, Tân Bình, 4.7 tỷ",65,2,3,21/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,4.7,https://batdongsan.vn/nha-rong-o-to-do-cua-tran-van-quang-p10-tan-binh-47-ty-r281373
"Bán nhà mới đẹp siêu diện tích - giá rẻ chỉ 13 tỷ khu Cư Xá Nguyễn Đình Chiểu, P. 4 Quận Phú Nhuận",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,13.0,https://batdongsan.vn/ban-nha-moi-dep-sieu-dien-tich-gia-re-chi-13-ty-khu-cu-xa-nguyen-dinh-chieu-p-4-quan-phu-nhuan-r281371
"Bán nhà 6 lầu mặt tiền Hồ Văn Huê, Phường 9 quận Phú Nhuận - Giá chỉ 23 tỷ Tl mạnh",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,23.0,https://batdongsan.vn/ban-nha-6-lau-mat-tien-ho-van-hue-phuong-9-quan-phu-nhuan-gia-chi-23-ty-tl-manh-r281370
"Bán nhà 6 lầu mặt tiền Hồ Văn Huê, Phường 9 quận Phú Nhuận - Giá chỉ 23 tỷ Tl mạnh",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,23.0,https://batdongsan.vn/ban-nha-6-lau-mat-tien-ho-van-hue-phuong-9-quan-phu-nhuan-gia-chi-23-ty-tl-manh-r281369
"Bán nhà Mặt tiền khu an ninh đường Trần Kế Xương, phường 7 Quận Phú Nhuận - Giá chỉ 14.5 tỷ TL",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,14.0,https://batdongsan.vn/ban-nha-mat-tien-khu-an-ninh-duong-tran-ke-xuong-phuong-7-quan-phu-nhuan-gia-chi-145-ty-tl-r281368
"Duy nhất chỉ 1! Nhà mặt tiền đường Hoa Đào P. 2 Q. Phú Nhuận siêu vị trí giá chỉ 12,9 tỷ còn TL",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,12.9,https://batdongsan.vn/duy-nhat-chi-1-nha-mat-tien-duong-hoa-dao-p-2-q-phu-nhuan-sieu-vi-tri-gia-chi-129-ty-con-tl-r281367
"CHỈ CẦN TT 700TR NHẬN NHÀ 1 TRỆT 1LẦU, 4 PHÒNG NGỦ,NGAY TP BIÊN HÒA,SỔ RIÊNG THỔ CƯ",123,4,3,21/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,0.7,https://batdongsan.vn/chi-can-tt-700tr-nhan-nha-1-tret-1lau-4-phong-ngungay-tp-bien-hoaso-rieng-tho-cu-r281365
"Bán nhà mặt phố Nguyễn Thái Học, Hoàn Kiếm tiện kinh doanh 6 tầng 40m2 giá 31.8 tỷ",40,3,5,21/10/2023,Hà Nội,Hoàn Kiếm,,,Bán Nhà mặt phố,31.8,https://batdongsan.vn/ban-nha-mat-pho-nguyen-thai-hoc-hoan-kiem-tien-kinh-doanh-6-tang-40m2-gia-318-ty-r281361
"Căn duy nhất. Mặt tiền Nguyễn Bỉnh Khiêm, P. ĐaKao, Quận 1. DT: 8 x 20m. CTXD: 1 hầm 7 tầng. 44 tỷ",160,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,44.0,https://batdongsan.vn/can-duy-nhat-mat-tien-nguyen-binh-khiem-p-dakao-quan-1-dt-8-x-20m-ctxd-1-ham-7-tang-44-ty-r281358
"Căn duy nhất. Mặt tiền Nguyễn Bỉnh Khiêm, P. ĐaKao, Quận 1. DT: 8 x 20m. CTXD: 1 hầm 7 tầng. 44 tỷ",160,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,44.0,https://batdongsan.vn/can-duy-nhat-mat-tien-nguyen-binh-khiem-p-dakao-quan-1-dt-8-x-20m-ctxd-1-ham-7-tang-44-ty-r281357
"Is a ""too strict"" diet a good solution",,,,21/10/2023,An Giang,Châu Đốc,,,Bán Nhà riêng,,https://batdongsan.vn/is-a-too-strict-diet-a-good-solution-r281356
"Cần bán nhà cận mặt tiền đường Phan Đăng Lưu, kế Phan Xích Long quận Phú Nhuận giá siêu rẻ chỉ 14 tỷ",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,14.0,https://batdongsan.vn/can-ban-nha-can-mat-tien-duong-phan-dang-luu-ke-phan-xich-long-quan-phu-nhuan-gia-sieu-re-chi-14-ty-r281354
"Gia đình cần bán gấp, mặt tiền Nguyễn Cư Trinh, Quận 1. DT: 10m x 15m (150m2). 6 tầng. Giá 49 tỷ",150,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,49.0,https://batdongsan.vn/gia-dinh-can-ban-gap-mat-tien-nguyen-cu-trinh-quan-1-dt-10m-x-15m-150m2-6-tang-gia-49-ty-r281353
"Bán nhà MT Nguyễn Chí Thanh, Quận 5 DT: 8m x 20m. 5 tầng, giá 33 tỷ",160,,,21/10/2023,TP Hồ Chí Minh,Quận 5,,,Bán Nhà mặt phố,33.0,https://batdongsan.vn/ban-nha-mt-nguyen-chi-thanh-quan-5-dt-8m-x-20m-5-tang-gia-33-ty-r281352
"Bán nhà Mặt tiền Trần Hữu Trang, Phường 10 quận Phú Nhuận khu vực sầm uất giá chỉ 30 tỷ TL mạnh",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,30.0,https://batdongsan.vn/ban-nha-mat-tien-tran-huu-trang-phuong-10-quan-phu-nhuan-khu-vuc-sam-uat-gia-chi-30-ty-tl-manh-r281351
"Bán nhà mặt tiền Nguyễn Thị Minh Khai, Quận 3. Siêu mặt tiền 10m x 10m. 5 tầng. 180 triệu/th. 42 tỷ",100,,,21/10/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà mặt phố,42.0,https://batdongsan.vn/ban-nha-mat-tien-nguyen-thi-minh-khai-quan-3-sieu-mat-tien-10m-x-10m-5-tang-180-trieuth-42-ty-r281350
"Bán nhà mặt tiền Thành Thái, Quận 10, gần shophouse thương mại, DT: 8m x 18m, chỉ 38 tỷ",144,,,21/10/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà mặt phố,38.0,https://batdongsan.vn/ban-nha-mat-tien-thanh-thai-quan-10-gan-shophouse-thuong-mai-dt-8m-x-18m-chi-38-ty-r281349
Bán gấp tháng này. Nhà mặt tiền Cách Mạng Tháng 8. DT 5m x 20m. Nhà 5 tầng. Vỉa hè rộng. Chỉ 26 tỷ,100,,,21/10/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà mặt phố,26.0,https://batdongsan.vn/ban-gap-thang-nay-nha-mat-tien-cach-mang-thang-8-dt-5m-x-20m-nha-5-tang-via-he-rong-chi-26-ty-r281348
"Bán nhà mặt tiền Nguyễn Thái Bình, Quận 1. DT: 4mx20m. CTXD: 1 Hầm + 7 Tầng. Giá 45tỷ",80,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,45.0,https://batdongsan.vn/ban-nha-mat-tien-nguyen-thai-binh-quan-1-dt-4mx20m-ctxd-1-ham-7-tang-gia-45ty-r281347
"Bán nhà mặt tiền Nguyễn Thái Bình, Quận 1. DT: 4mx20m. CTXD: 1 Hầm + 7 Tầng. Giá 45tỷ",80,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,45.0,https://batdongsan.vn/ban-nha-mat-tien-nguyen-thai-binh-quan-1-dt-4mx20m-ctxd-1-ham-7-tang-gia-45ty-r281346
"Góc 2 mặt tiền Hai Bà Trưng, chợ Tân Định. DT: 7m x 20m, 5 tầng. Tặng GPXD: 1 hầm 7 tầng. Giá 39 tỷ",143,,,21/10/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà mặt phố,39.0,https://batdongsan.vn/goc-2-mat-tien-hai-ba-trung-cho-tan-dinh-dt-7m-x-20m-5-tang-tang-gpxd-1-ham-7-tang-gia-39-ty-r281345
"Tôi chính chủ bán gấp nhà mặt tiền Nguyễn Văn Đậu, gần Phan Văn Trị. DT 10m x 28m. 280m2. Giá 40 tỷ",280,,,21/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,40.0,https://batdongsan.vn/toi-chinh-chu-ban-gap-nha-mat-tien-nguyen-van-dau-gan-phan-van-tri-dt-10m-x-28m-280m2-gia-40-ty-r281344
"Siêu phẩm nhà đang cho thuê 330 triệu/th. Chỉ 50 tỷ. Phan Văn Trị, Q. Bình Thạnh. DT: 7x30m, NH 14m",365,,,21/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,50.0,https://batdongsan.vn/sieu-pham-nha-dang-cho-thue-330-trieuth-chi-50-ty-phan-van-tri-q-binh-thanh-dt-7x30m-nh-14m-r281343
"Nhà 5 tầng BTCT, ô tô 7 chỗ đổ cửa, gần trường Đại học Bách khoa TP.HCM",38,3,3,21/10/2023,TP Hồ Chí Minh,Tân Bình,Tây-Nam,Tây-Nam,Bán Nhà riêng,8.2,https://batdongsan.vn/nha-5-tang-btct-o-to-7-cho-do-cua-gan-truong-dai-hoc-bach-khoa-tphcm-r281339
Bán giải pháp đầu tư!! Chính chủ bán nhà Mặt tiền đường Thi Sách P. Bến Nghé quận 1 giá chỉ 90 tỷ TL mạnh,,,,21/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Luxury home,90.0,https://batdongsan.vn/ban-giai-phap-dau-tu-chinh-chu-ban-nha-mat-tien-duong-thi-sach-p-ben-nghe-quan-1-gia-chi-90-ty-tl-manh-r281338
"Bán nhà 1 lầu hẻm 391 Huỳnh Tấn Phát, P.Tân Thuận Đông, Quận 7",74,,,21/10/2023,TP Hồ Chí Minh,Quận 7,Bắc,,Bán Nhà,4.2,https://batdongsan.vn/ban-nha-1-lau-hem-391-huynh-tan-phat-ptan-thuan-dong-quan-7-r281337
"Cần bán gấp nhà diện tích khủng - mặt tiền đường Trường Sa, P.14 quận Phú Nhuận giá 32 tỷ thương lượng mạnh",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,32.0,https://batdongsan.vn/can-ban-gap-nha-dien-tich-khung-mat-tien-duong-truong-sa-p14-quan-phu-nhuan-gia-32-ty-thuong-luong-manh-r281336
"Nhà xinh lung linh 1 lầu hẻm 160 Nguyễn Văn Quỳ, P.Phú Thuận, Quận 7",53,2,2,21/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà,4.85,https://batdongsan.vn/nha-xinh-lung-linh-1-lau-hem-160-nguyen-van-quy-pphu-thuan-quan-7-r281333
"Cần bán 1 hoặc 2 căn nhà cấp 3 liền kề đường Nguyễn Xí, phường 26 quận Bình Thạnh giá cực rẻ chỉ 9.4 tỷ/căn",,,,21/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Luxury home,9.4,https://batdongsan.vn/can-ban-1-hoac-2-can-nha-cap-3-lien-ke-duong-nguyen-xi-phuong-26-quan-binh-thanh-gia-cuc-re-chi-94-tycan-r281331
"Nhà đẹp ở liền 4 lầu ST Đường số Hoàng Quốc Việt, P.Phú Mỹ, Quận 7",60,,,21/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà,8.95,https://batdongsan.vn/nha-dep-o-lien-4-lau-st-duong-so-hoang-quoc-viet-pphu-my-quan-7-r281330
"Cần bán nhà ngay mặt tiền ô tô ngủ trong nhà Trường Sa, P.13 quận Phú Nhuận giá chỉ 18 tỷ TL mạnh",,,,21/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Luxury home,18.0,https://batdongsan.vn/can-ban-nha-ngay-mat-tien-o-to-ngu-trong-nha-truong-sa-p13-quan-phu-nhuan-gia-chi-18-ty-tl-manh-r281329
Bán nhà 1 Trệt 1 lầu 63m2 đường ô tô (P. Hố Nai) chỉ 2.950 tỉ,63,2,2,21/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2.95,https://batdongsan.vn/ban-nha-1-tret-1-lau-63m2-duong-o-to-p-ho-nai-chi-2950-ti-r281328
"Biệt thự cổ điển hầm 3 lầu hẻm xe hơi KDC Kiều Đàm, P.Tân Hưng, Quận 7",180,,,21/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà,24.0,https://batdongsan.vn/biet-thu-co-dien-ham-3-lau-hem-xe-hoi-kdc-kieu-dam-ptan-hung-quan-7-r281326
"SÁT MẶT TIỀN PHẠM VĂN ĐỒNG, PHƯỜNG 11, BÌNH THẠNH, 2 TẦNG BTCT, 55M2, 4.x TỶ",55,2,2,21/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà,4.2,https://batdongsan.vn/sat-mat-tien-pham-van-dong-phuong-11-binh-thanh-2-tang-btct-55m2-4x-ty-r281325
"Bán nhà 1 Trệt 2 Lầu 91m2 SHR thổ cư (P.Tân Vạn) chỉ 2,2 tỉ",91,3,2,21/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà mặt phố,2.2,https://batdongsan.vn/ban-nha-1-tret-2-lau-91m2-shr-tho-cu-ptan-van-chi-22-ti-r281324
chính chủ cần tiền bán gấp căn nhà siêu đẹp,50,,,21/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,6.5,https://batdongsan.vn/chinh-chu-can-tien-ban-gap-can-nha-sieu-dep-r281322
NHÀ 60m2 1T + 1L HIỆP BÌNH CHÁNH - KHÔNG CÓ CĂN THỨ 2 SO SÁNH-KHÔNG QUY HOẠCH - LỘ GIỚI,61,4,2,21/10/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,4.15,https://batdongsan.vn/nha-60m2-1t-1l-hiep-binh-chanh-khong-co-can-thu-2-so-sanh-khong-quy-hoach-lo-gioi-r281321
"Nhà 3 lầu ST hẻm xe hơi Lâm Văn Bền, Phường Tân Kiểng, Quận 7",77,,,21/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà,10.3,https://batdongsan.vn/nha-3-lau-st-hem-xe-hoi-lam-van-ben-phuong-tan-kieng-quan-7-r281320
"Nhà đẹp 3 lầu ST hẻm xe hơi Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7",57,,,21/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà,8.7,https://batdongsan.vn/nha-dep-3-lau-st-hem-xe-hoi-huynh-tan-phat-phuong-phu-thuan-quan-7-r281319
"Chính chủ bán nhà Bình Tân 5x12m = 60,2 m2 - 1 Lầu- 2PN - 4.8x Tỷ (TL) HXH 5M Gần AEON Tân Phú, Lê Trọng Tấn, Tân Kỳ Tân Quý",60.2,2,2,20/10/2023,TP Hồ Chí Minh,Bình Tân,Đông,Đông,Bán Nhà riêng,4.85,https://batdongsan.vn/chinh-chu-ban-nha-binh-tan-5x12m-602-m2-1-lau-2pn-48x-ty-tl-hxh-5m-gan-aeon-tan-phu-le-trong-tan-tan-ky-tan-quy-r281318
"NHÀ HOÀN THIỆN GẦN PHƯỜNG TÂN PHONG, THÀNH PHỐ BIÊN HÒA SỔ RIÊNG",100,4,2,20/10/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1700.0,https://batdongsan.vn/nha-hoan-thien-gan-phuong-tan-phong-thanh-pho-bien-hoa-so-rieng-r281315
Nguyễn Văn Nam,62,2,2,20/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,5.5,https://batdongsan.vn/nguyen-van-nam-r281313
"Bán nhà 5 TẦNG đường NGUYỄN THỊ ĐỊNH, phường Bình Trưng Tây, Quận 2, Giá 86tr/m2.",120,4,7,13/10/2023,TP Hồ Chí Minh,Quận 2,Tây-Bắc,,Bán Nhà mặt phố,9.9,https://batdongsan.vn/ban-nha-5-tang-duong-nguyen-thi-dinh-phuong-binh-trung-tay-quan-2-gia-86trm2-r281311
Nhà mặt tiền Lạc Long Quân,77,,,17/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà mặt phố,0.26,https://batdongsan.vn/nha-mat-tien-lac-long-quan-r281310
"Nhà góc mặt tiền lớn, vỉa hè rộng",78,,,17/10/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,0.322,https://batdongsan.vn/nha-goc-mat-tien-lon-via-he-rong-r281309
"NHÀ NGỘP NGAY CHỢ BỬU HÒA, THÀNH PHỐ BIÊN HÒA CHỈ 2TY2",100,,,19/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2200.0,https://batdongsan.vn/nha-ngop-ngay-cho-buu-hoa-thanh-pho-bien-hoa-chi-2ty2-r281308
Nhà Xe Hơi Ngủ QL1A 111m2 BTCT Nhà Mới Nội Thất Đẹp Giáp Tân Phú,111,,,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,6.3,https://batdongsan.vn/nha-xe-hoi-ngu-ql1a-111m2-btct-nha-moi-noi-that-dep-giap-tan-phu-r281307
"Nhà đẹp đường số thông Lê Văn Việt, 55m2 , 2 tầng, khu phân lô đẹp , cho thuê , ô tô đậu",55,3,2,19/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,4.2,https://batdongsan.vn/nha-dep-duong-so-thong-le-van-viet-55m2-2-tang-khu-phan-lo-dep-cho-thue-o-to-dau-r281306
Nhà ngay chợ Trần Văn Quang 22m2 SHR hoàn công 2 tỷ chốt,22,2,2,19/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,2.0,https://batdongsan.vn/nha-ngay-cho-tran-van-quang-22m2-shr-hoan-cong-2-ty-chot-r281305
"Nhà Sát Mặt Tiền Hẻm 2 Xe Tải, Lê Văn Quới, 5 Tầng BTCT, 80m2, 5PN Giáp Tân Phú",78,,,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,6.9,https://batdongsan.vn/nha-sat-mat-tien-hem-2-xe-tai-le-van-quoi-5-tang-btct-80m2-5pn-giap-tan-phu-r281304
"Bán Nhà 3 Tầng 72m2 Mặt Đường Dân Lập, Lê Chân, Hải Phòng kinh doanh tốt - Giá Chỉ 4.95 Tỷ",72,3,2,19/10/2023,Hải Phòng,Lê Chân,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,4.95,https://batdongsan.vn/ban-nha-3-tang-72m2-mat-duong-dan-lap-le-chan-hai-phong-kinh-doanh-tot-gia-chi-495-ty-r281302
Nhà HXH Khu VIP Hương Lộ 2 Ngang 5M 80m2 4 Tầng BTCT nhỉnh 5 Tỷ,80,,,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,5.9,https://batdongsan.vn/nha-hxh-khu-vip-huong-lo-2-ngang-5m-80m2-4-tang-btct-nhinh-5-ty-r281300
ĐẤT NỀN NHÀ PHỐ SỔ SẴN NGAY CÙ LAO VEN SÔNG NGAY SÂN BAY BIÊN HÒA CHỈ 1TY450,100,3,2,19/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1450.0,https://batdongsan.vn/dat-nen-nha-pho-so-san-ngay-cu-lao-ven-song-ngay-san-bay-bien-hoa-chi-1ty450-r281299
"Bán nhà Gò Vấp, Phường 9, HXH 1 sẹc, 53m2, 4 tầng chỉ 7 tỷ",53,4,,19/10/2023,TP Hồ Chí Minh,Gò Vấp,Tây-Bắc,,Bán Nhà riêng,7.0,https://batdongsan.vn/ban-nha-go-vap-phuong-9-hxh-1-sec-53m2-4-tang-chi-7-ty-r281298
"Mrs Tâm Bán Duy Nhất Căn Mặt Đường Lô Góc Hoàng Văn Thụ, Hồng Bàng, Hải Phòng Siêu Đẹp!",96,2,2,19/10/2023,Hải Phòng,Hồng Bàng,Đông,Đông,Bán Nhà mặt phố,25.0,https://batdongsan.vn/mrs-tam-ban-duy-nhat-can-mat-duong-lo-goc-hoang-van-thu-hong-bang-hai-phong-sieu-dep-r281297
"BÁN NHÀ BÌNH TÂN, TÂN HÒA ĐÔNG, 80M2 2T 3,95 TỶ LH 0948362610",80,,,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.95,https://batdongsan.vn/ban-nha-binh-tan-tan-hoa-dong-80m2-2t-395-ty-lh-0948362610-r281295
"BÁN NHÀ BÌNH TÂN, TÂN HÒA ĐÔNG, 80M2 2T 3,95 TỶ LH 0948362610",80,,,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.95,https://batdongsan.vn/ban-nha-binh-tan-tan-hoa-dong-80m2-2t-395-ty-lh-0948362610-r281294
"Nhà mới Tân Thới Nhất giảm mạnh còn nhỉnh 2 tỷ, hoàn công đủ không QH",24,2,2,19/10/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,2.35,https://batdongsan.vn/nha-moi-tan-thoi-nhat-giam-manh-con-nhinh-2-ty-hoan-cong-du-khong-qh-r281292
Bán Dự Án Nhà Phố Hoàng Lộc - Phú Chánh,240,,,19/10/2023,Bình Dương,Tân Uyên,Bắc,,Bán Nhà mặt phố,2900.0,https://batdongsan.vn/ban-du-an-nha-pho-hoang-loc-phu-chanh-r281290
"NGỘP BANK! BÁN GẤP phường THẠNH MỸ LỢI, Quận 2, Giá dưới 7 tỷ, DT86m2, XD 4 tầng",86,4,5,19/10/2023,TP Hồ Chí Minh,Quận 2,Đông-Nam,,Bán Nhà riêng,6.95,https://batdongsan.vn/ngop-bank-ban-gap-phuong-thanh-my-loi-quan-2-gia-duoi-7-ty-dt86m2-xd-4-tang-r281287
BÁN NHÀ BÌNH TÂN - MÃ LÒ - HẺM XE HƠI - SÁT MẶT TIỀN - 4 TẦNG - 44m² - CHỈ 4x TỶ,60,3,3,19/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,4.4,https://batdongsan.vn/ban-nha-binh-tan-ma-lo-hem-xe-hoi-sat-mat-tien-4-tang-44m-chi-4x-ty-r281286
"6. HXH NƠ TRANG LONG – 68M2 – XÂY MỚI, TẶNG NỘI THẤT – GẤP ĐỊNH CƯ – GIÁ 11.9 TỶ",68,4,6,19/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,11.9,https://batdongsan.vn/6hxh-no-trang-long-68m2-xay-moi-tang-noi-that-gap-dinh-cu-gia-119-ty-r281284
"Hiếm, nhà Trần Phú, nhà đẹp view thoáng, 35m2, 3.8 tỷ",35,,,19/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.8,https://batdongsan.vn/hiem-nha-tran-phu-nha-dep-view-thoang-35m2-38-ty-r281283
"Hiếm, nhà Trần Phú, nhà đẹp view thoáng, 35m2, 3.8 tỷ",35,,,19/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.8,https://batdongsan.vn/hiem-nha-tran-phu-nha-dep-view-thoang-35m2-38-ty-r281282
