Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Bán mảnh đất vàng 52m-Lô góc Thái Thịnh, Đống Đa-Phù hợp xây CCMN, Gara Ô tô vào nhà 7 Tỷ.",52.0,3.0,3.0,25/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,7.0,https://batdongsan.vn/ban-manh-dat-vang-52m-lo-goc-thai-thinh-dong-da-phu-hop-xay-ccmn-gara-o-to-vao-nha-7-ty-r273383
"Bán nhà Quốc lộ 1A, ngay CVPM Quang Trung, 73m2, HXH, nở hậu, 3.38 tỷ",73.0,2.0,2.0,25/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,3.38,https://batdongsan.vn/ban-nha-quoc-lo-1a-ngay-cvpm-quang-trung-73m2-hxh-no-hau-338-ty-r273382
Nhà đẹp TĐC tại Đồng Thái . Phụ Hộ Xi măng,54.0,3.0,3.0,23/06/2023,Hải Phòng,An Dương,Nam,Nam,Bán Nhà mặt phố,3.2,https://batdongsan.vn/nha-dep-tdc-tai-dong-thai-phu-ho-xi-mang-r273380
NHÀ MỚI - Ô TÔ MATIZ VÀO NHÀ - NGÕ THÔNG - KINH DOANH- Ở LUÔN,30.0,3.0,4.0,24/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.0,https://batdongsan.vn/nha-moi-o-to-matiz-vao-nha-ngo-thong-kinh-doanh-o-luon-r273378
NHÀ MỚI - Ô TÔ MATIZ VÀO NHÀ - NGÕ THÔNG - KINH DOANH- Ở LUÔN,30.0,3.0,4.0,24/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.0,https://batdongsan.vn/nha-moi-o-to-matiz-vao-nha-ngo-thong-kinh-doanh-o-luon-r273377
"BÁN NHÀ LÔ GÓC NGUYỄN SƠN, 86M, MT 6M, Ô TÔ, VIEW CHUNG CƯ, 16TỶ 9",86.0,3.0,4.0,24/07/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,16.9,https://batdongsan.vn/ban-nha-lo-goc-nguyen-son-86m-mt-6m-o-to-view-chung-cu-16ty-9-r273376
HỘ KHẨU VĂN QUÁN - PH N LÔ Ô TÔ ĐỖ CỬA - VÀO NHÀ - D N TRÍ CAO - CÁCH MẶT PHỐ CHIẾN THẮNG 30M,30.0,2.0,2.0,24/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,6.0,https://batdongsan.vn/ho-khau-van-quan-ph-n-lo-o-to-d-cua-vao-nha-d-n-tri-cao-cach-mat-pho-chien-thang-30m-r273375
"HXH 50M2 - KHU PHÂN LÔ VUÔNG VỨC KHÔNG LỘ GIỚI - 2 TẦNG - CHỈ 5,3 TỶ",50.0,2.0,,24/07/2023,TP Hồ Chí Minh,Quận 11,,,Bán Nhà riêng,5.3,https://batdongsan.vn/hxh-50m2-khu-phan-lo-vuong-vuc-khong-lo-gioi-2-tang-chi-53-ty-r273374
"Bán nhà HXH Điện Biên Phủ Bình Thạnh 35m2, Ngang 5.5m chỉ nhỉnh 4 tỷ",35.0,3.0,2.0,25/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,,https://batdongsan.vn/ban-nha-hxh-dien-bien-phu-binh-thanh-35m2-ngang-55m-chi-nhinh-4-ty-r273373
"SIÊU HIẾM BÁN NHÀ NHÀ TÂY SƠN, Q ĐỐNG ĐA 40M 5 TẦNG, GẦN ĐH THỦY LỢI - 4.5 TỶ",40.0,6.0,5.0,25/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,4.5,https://batdongsan.vn/sieu-hiem-ban-nha-nha-tay-son-q-dong-da-40m-5-tang-gan-dh-thuy-loi-45-ty-r273372
CCMN PHỐ SINH VIÊN - CHO THUÊ  FULL PHÒNG - 6 TẦNG - 10 PHÒNG - DOANH THU HƠN 400TR/NĂM,43.0,10.0,10.0,25/07/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,5.65,https://batdongsan.vn/ccmn-pho-sinh-vien-cho-thue-full-phong-6-tang-10-phong-doanh-thu-hon-400trnam-r273371
"Nhà siêu hiếm mặt tiền 11m, trên sổ 213m mặt phố Xuân La, kinh doanh ngày đêm",213.0,,,25/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà mặt phố,123.0,https://batdongsan.vn/nha-sieu-hiem-mat-tien-11m-tren-so-213m-mat-pho-xuan-la-kinh-doanh-ngay-dem-r273370
"Bán nhà riêng Phan Đăng Lưu Trung tâm Bình Thạnh, diện tích 58m2 xây 2 tấm kiên cố 5.99 tỷ.",58.0,,,25/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,5.99,https://batdongsan.vn/ban-nha-rieng-phan-dang-luu-trung-tam-binh-thanh-dien-tich-58m2-xay-2-tam-kien-co-599-ty-r273368
"Bán nhà lô góc 1 Trệt 1 Lầu 88m2 đường ô tô (P.Tân Phong) chỉ 3,6 tỉ",88.0,3.0,2.0,25/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,3.6,https://batdongsan.vn/ban-nha-lo-goc-1-tret-1-lau-88m2-duong-o-to-ptan-phong-chi-36-ti-r273348
"Bán nhà mặt phố Giải Phóng, Đống Đa, 5 tầng 23 m2 giá 8 tỷ",23.0,2.0,4.0,25/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,8.0,https://batdongsan.vn/ban-nha-mat-pho-giai-phong-dong-da-5-tang-23-m2-gia-8-ty-r273347
"Bán nhà 2 mặt tiền, Cửu Long P2 Tân Bình, DT 12x27,5 Vuông đẹp, KC: Hầm 9lầu, HĐT 355tr Giảm sâu về 78tỷ",330.0,,,25/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà,78.0,https://batdongsan.vn/ban-nha-2-mat-tien-cuu-long-p2-tan-binh-dt-12x275-vuong-dep-kc-ham-9lau-hdt-355tr-giam-sau-ve-78ty-r273343
"Bán gấp nhà 4 tầng MP Chiến Thắng, Đống Đa  1,8 Tỷ-Tặng hết nội thất.",15.0,3.0,2.0,25/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,1.8,https://batdongsan.vn/ban-gap-nha-4-tang-mp-chien-thang-dong-da-18-ty-tang-het-noi-that-r273342
"Hot hot hot cần tiền bán gấp nhà mặt tiền đường Út Tịch, quận Tân Bình",230.0,,,25/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà,68.0,https://batdongsan.vn/hot-hot-hot-can-tien-ban-gap-nha-mat-tien-duong-ut-tich-quan-tan-binh-r273341
Cần bán gấp căn hộ dịch vụ 25 tỷ giảm còn 17.5 tỷ,120.0,,,25/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà,17.5,https://batdongsan.vn/can-ban-gap-can-ho-dich-vu-25-ty-giam-con-175-ty-r273339
"Rẻ,nhà P.Kim Giang DT~ 40m2 X 4T,2 mặt thoáng, Ôtô 7 chỗ đỗ cửa, 3.95tỷ",42.0,,,24/07/2023,Hà Nội,Hoàng Mai,,,Bán Nhà riêng,3.95,https://batdongsan.vn/renha-pkim-giang-dt-40m2-x-4t2-mat-thoang-oto-7-cho-do-cua-395ty-r273336
"CỰC HOT_BÁN CẮT LỖ SHOPHOUSE 216m2 xây 5 TẦNG The Matrix One Lê Quang Đạo, 2 mặt tiền kinh doanh ĐỈNH chỉ còn 60 tỷ",216.0,,,24/07/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà mặt phố,60.0,https://batdongsan.vn/cuc-hot-ban-cat-l-shophouse-216m2-xay-5-tang-the-matrix-one-le-quang-dao-2-mat-tien-kinh-doanh-dinh-chi-con-60-ty-r273328
"Bán nhà phố Thái Hà, Đống Đa, ô tô vào nhà, mới đẹp 4 tầng 41m2 giá 9.9 tỷ",41.0,4.0,4.0,24/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,9.9,https://batdongsan.vn/ban-nha-pho-thai-ha-dong-da-o-to-vao-nha-moi-dep-4-tang-41m2-gia-99-ty-r273326
"Nhà Cách Mạng Tháng 8, F15, Quận 10, 61m2 giá chỉ 6,65 Tỷ, giáp Tô Hiến Thành, giáp quận 3",61.0,3.0,,24/07/2023,TP Hồ Chí Minh,Quận 10,Đông-Bắc,,Bán Nhà riêng,6650000.0,https://batdongsan.vn/nha-cach-mang-thang-8-f15-quan-10-61m2-gia-chi-665-ty-giap-to-hien-thanh-giap-quan-3-r273324
"Bán Nhà 2 Tầng Kiệt Trưng Nhị Hải Châu Diện Tích 85m2 Giá 4,8 Tỷ.",85.0,,,24/07/2023,Đà Nẵng,Hải Châu,,,Bán Nhà riêng,4.8,https://batdongsan.vn/ban-nha-2-tang-kiet-trung-nhi-hai-chau-dien-tich-85m2-gia-48-ty-r273323
"Ô TÔ TRÁNH TRƯỚC NHÀ, NGÕ THÔNG HỒ TÂY, GARA Ô TÔ 7 CHỖ - VÕNG THỊ, TÂY HỒ - 9.2 TỶ",45.0,4.0,5.0,24/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,9.2,https://batdongsan.vn/o-to-tranh-truoc-nha-ngo-thong-ho-tay-gara-o-to-7-ch-vong-thi-tay-ho-92-ty-r273319
"Gò Vấp HXH tránh, Nguyễn Văn Khối Phường 8 , 22m2, 2 tầng chỉ 3 tỷ",22.0,2.0,,24/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,3.0,https://batdongsan.vn/go-vap-hxh-tranh-nguyen-van-khoi-phuong-8-22m2-2-tang-chi-3-ty-r273317
"Tân Thới Nhất - Quận 12, Diện tích: 4.5m × 24m ( 110M2 ) × 3 tấm, hẻm 6m, nhỉnh 7 tỷ",110.0,10.0,10.0,24/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,7.2,https://batdongsan.vn/tan-thoi-nhat-quan-12-dien-tich-45m-24m-110m2-3-tam-hem-6m-nhinh-7-ty-r273315
Bán Nhà Quận 8 - Nhà Mới 2 Tầng - DTSD 50M - Không Quy Hoạch - Nhỉnh 2Tỷ,25.0,2.0,,24/07/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,2250.0,https://batdongsan.vn/ban-nha-quan-8-nha-moi-2-tang-dtsd-50m-khong-quy-hoach-nhinh-2ty-r273313
"Cần bán gấp nhà phố vọng đại la, hai bà trưng 40m x 5t, 3 ngủ, ở luôn chỉ 3 tỷ 5",,,,24/07/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,,https://batdongsan.vn/can-ban-gap-nha-pho-vong-dai-la-hai-ba-trung-40m-x-5t-3-ngu-o-luon-chi-3-ty-5-r273311
Hot hot hot cần bán nhà mặt tiền đường chiều ngang lớn 30m. 66 tỷ thương lượng mạnh bán nhanh,,,,24/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà,66.0,https://batdongsan.vn/hot-hot-hot-can-ban-nha-mat-tien-duong-chieu-ngang-lon-30m-66-ty-thuong-luong-manh-ban-nhanh-r273310
SIÊU PHẨM ĐẸP NHẤT BÌNH THẠNH - VILLA XE HƠI -  THANG MÁY- HỒ BƠI TRÀN BỜ - CHỈ 12 tỷ,90.0,5.0,7.0,24/07/2023,TP Hồ Chí Minh,Bình Thạnh,Đông-Nam,Đông,Bán Nhà riêng,12.0,https://batdongsan.vn/sieu-pham-dep-nhat-binh-thanh-villa-xe-hoi-thang-may-ho-boi-tran-bo-chi-12-ty-r273309
Cần tiền bán gấp căn hộ dịch vụ mới xây thu nhập 100tr/1thang,,,,24/07/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà,17.5,https://batdongsan.vn/can-tien-ban-gap-can-ho-dich-vu-moi-xay-thu-nhap-100tr1thang-r273308
"SIÊU PHẨM - DIỆN TÍCH KHỦNG 90M2 - CHỈ 5,8 TỶ",90.0,3.0,,24/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.8,https://batdongsan.vn/sieu-pham-dien-tich-khung-90m2-chi-58-ty-r273306
"Chỉ 7 tỷ sở hữu  nhà mặt tiền kinh doanh Hà Huy Tập, Thanh Khê",75.0,3.0,3.0,24/07/2023,Đà Nẵng,Thanh Khê,,,Bán Nhà mặt phố,7.0,https://batdongsan.vn/chi-7-ty-so-huu-nha-mat-tien-kinh-doanh-ha-huy-tap-thanh-khe-r273304
"BÁN NHÀ MỚI NGUYỄN VĂN CỪ, 65M x 6 TẦNG, THANG MÁY, GARA Ô TÔ, 13 TỶ 4",65.0,4.0,6.0,24/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,13.4,https://batdongsan.vn/ban-nha-moi-nguyen-van-cu-65m-x-6-tang-thang-may-gara-o-to-13-ty-4-r273303
HÀNG THƠM - TRUNG TÂM QUẬN 6 - 74M2 - 1 CĂN RA MẶT TIỀN - HẺM XE TẢI TRÁNH - 6 TỶ,74.0,3.0,,23/07/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,6.0,https://batdongsan.vn/hang-thom-trung-tam-quan-6-74m2-1-can-ra-mat-tien-hem-xe-tai-tranh-6-ty-r273294
"BÁN ĐẤT TẶNG NHÀ PHỐ NGUYỄN LAM 70M, MT 5M – 7 CHỖ VÀO NHÀ",70.0,,,24/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,6.8,https://batdongsan.vn/ban-dat-tang-nha-pho-nguyen-lam-70m-mt-5m-7-ch-vao-nha-r273293
Khu K300 - Xe hơi ngủ trong nhà - 48m2 - ngay mặt tiền hẻm 8m - giá hơn 6 tỷ.,48.0,,,24/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.9,https://batdongsan.vn/khu-k300-xe-hoi-ngu-trong-nha-48m2-ngay-mat-tien-hem-8m-gia-hon-6-ty-r273292
Liền kề KĐT Simco Vạn Phúc - gara 2 ô tô - 75m 5 tầng mặt tiệt siêu rộng - ở và kdvp tốt giá 11.8 tỷ,75.0,4.0,5.0,24/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,11.8,https://batdongsan.vn/lien-ke-kdt-simco-van-phuc-gara-2-o-to-75m-5-tang-mat-tiet-sieu-rong-o-va-kdvp-tot-gia-118-ty-r273291
Mặt tiền KD chợ Hoàng Hoa Thám – 4 tầng BTCT – 76m2 – giá hơn 12 tỷ.,76.0,,,24/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà mặt phố,12.9,https://batdongsan.vn/mat-tien-kd-cho-hoang-hoa-tham-4-tang-btct-76m2-gia-hon-12-ty-r273289
"CHỈ CẦN THANH TOÁN 300TR,NHẬN NHÀ SHR THỔ CƯ,NGAY GẦN KDL BỬU LONG,GIÁ MỀM",100.0,,,24/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.42,https://batdongsan.vn/chi-can-thanh-toan-300trnhan-nha-shr-tho-cungay-gan-kdl-buu-longgia-mem-r273282
"Bán nhà phố Tôn Đức Thắng, ga ra, nhà đẹp ở ngay 5 tầng 105m2 giá 21.8 tỷ",105.0,4.0,5.0,24/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,21.8,https://batdongsan.vn/ban-nha-pho-ton-duc-thang-ga-ra-nha-dep-o-ngay-5-tang-105m2-gia-218-ty-r273275
"112m2_2.8 tỷ_ ngang 7m Tân Thới Hiệp Q12, SHR cách Gò Vấp 5 phút",112.0,3.0,1.0,24/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,2.8,https://batdongsan.vn/112m2-28-ty-ngang-7m-tan-thoi-hiep-q12-shr-cach-go-vap-5-phut-r273274
"Phố Võ Chí Công, nhà gần phố, ngõ nông, kinh doanh nhỏ 0569766799",47.0,4.0,4.0,24/07/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,5.5,https://batdongsan.vn/pho-vo-chi-cong-nha-gan-pho-ngo-nong-kinh-doanh-nho-0569766799-r273273
"TIN ĐƯỢC KHÔNG NHÀ LẠC LONG QUÂN, TÂY HỒ CHỈ 4,8 tỷ, Ô TÔ ĐỖ CỬA, NHÀ ĐẸP Ở LUÔN.",40.0,4.0,4.0,24/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,4.8,https://batdongsan.vn/tin-duoc-khong-nha-lac-long-quan-tay-ho-chi-48-ty-o-to-d-cua-nha-dep-o-luon-r273270
"bán tòa nhà CHDV. Mặt tiền đường 17, P. Hiệp Bình Chánh, Diện tích 310m², Giá 38 Tỷ",310.0,,,24/07/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,38.0,https://batdongsan.vn/ban-toa-nha-chdv-mat-tien-duong-17-p-hiep-binh-chanh-dien-tich-310m-gia-38-ty-r273269
"SIÊU RẺ NHÀ HÀO NAM, ĐỐNG ĐA NGÕ TO, Ô TÔ TRÁNH 20M, DT RỘNG 4 NGỦ HƠN 2 TỶ",50.0,3.0,3.0,24/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,4.4,https://batdongsan.vn/sieu-re-nha-hao-nam-dong-da-ngo-to-o-to-tranh-20m-dt-rong-4-ngu-hon-2-ty-r273266
"Nhà đường Phan Đăng Lưu, ngay khu Phan Xích Long, Quận Phú Nhuận, 80m2, 4 tầng đúc, chỉ 9.99 tỷ",80.0,5.0,6.0,24/07/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà riêng,9990.0,https://batdongsan.vn/nha-duong-phan-dang-luu-ngay-khu-phan-xich-long-quan-phu-nhuan-80m2-4-tang-duc-chi-999-ty-r273265
Cần bán căn nhà 6 tầng mặt tiền 4.3m một bước chân ra phố Vũ Trọng Phụng gần kề Hapulico giá 5.95 tỷ.,32.0,4.0,5.0,24/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,5.95,https://batdongsan.vn/can-ban-can-nha-6-tang-mat-tien-43m-mot-buoc-chan-ra-pho-vu-trong-phung-gan-ke-hapulico-gia-595-ty-r273261
"CỰC HOT_BÁN CẮT LỖ SHOPHOUSE 216m2 xây 5 TẦNG The Matrix One Lê Quang Đạo, 2 mặt tiền kinh doanh ĐỈNH chỉ còn 60 tỷ",,,,24/07/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà mặt phố,,https://batdongsan.vn/cuc-hot-ban-cat-l-shophouse-216m2-xay-5-tang-the-matrix-one-le-quang-dao-2-mat-tien-kinh-doanh-dinh-chi-con-60-ty-r273259
"Ngay Phan Đăng Lưu, Phú Nhuận, XE HƠI VÀO NHÀ,(4.5*10) - 5 TẤM XÂY MỚI, chỉ 7,9tỷ",45.0,4.0,5.0,24/07/2023,TP Hồ Chí Minh,Phú Nhuận,Tây-Nam,,Bán Nhà,0.079,https://batdongsan.vn/ngay-phan-dang-luu-phu-nhuan-xe-hoi-vao-nha4510-5-tam-xay-moi-chi-79ty-r273258
"Bán nhà đường Thoại Ngọc Hầu, quận Tân Phú, 1 trệt, 1 lầu, giá nhỉnh 2 tỷ. Lê Gia : 0854372313",24.0,2.0,2.0,24/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà mặt phố,2.9,https://batdongsan.vn/ban-nha-duong-thoai-ngoc-hau-quan-tan-phu-1-tret-1-lau-gia-nhinh-2-ty-le-gia-0854372313-r273257
"Bán nhà đường Thoại Ngọc Hầu, phường Hòa Thạnh, quận Tân Phú, 1 trệt, 1 lầu, giá nhỉnh 2 tỷ. Lê Gia: 0854372313",24.0,2.0,2.0,24/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,2.9,https://batdongsan.vn/ban-nha-duong-thoai-ngoc-hau-phuong-hoa-thanh-quan-tan-phu-1-tret-1-lau-gia-nhinh-2-ty-le-gia-0854372313-r273256
"HXH BÌNH THỚI, P14, Q11, 39M2, 3 TẦNG 4PN, CHỈ 5.8 TL, 0354095924.",39.0,,,24/07/2023,TP Hồ Chí Minh,Quận 11,,,Bán Nhà riêng,5.8,https://batdongsan.vn/hxh-binh-thoi-p14-q11-39m2-3-tang-4pn-chi-58-tl-0354095924-r273254
"Bán nhà mặt phố Nguyễn An Ninh Gara Ô tô-Thang máy-Ngõ ô tô 7 chỗ,kinh doanh 41m2x5 giá hơn 7.x Tỷ.",41.0,3.0,3.0,24/07/2023,Hà Nội,Hoàng Mai,,,Bán Nhà mặt phố,7.0,https://batdongsan.vn/ban-nha-mat-pho-nguyen-an-ninh-gara-o-to-thang-may-ngo-o-to-7-chokinh-doanh-41m2x5-gia-hon-7x-ty-r273253
"BÁN NHÀ MẶT TIỀN KINH DOANH 80m2_ 3PN 4WC_ 6ty HƠN_ TĂNG NHƠN PHÚ A, QUẬN 9",80.0,,,24/07/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà mặt phố,,https://batdongsan.vn/ban-nha-mat-tien-kinh-doanh-80m2-3pn-4wc-6ty-hon-tang-nhon-phu-a-quan-9-r273251
"Bán nhà 70m2 SHR thổ cư (P. Bửu Long) chỉ 1,650 tỉ",70.0,2.0,,24/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.65,https://batdongsan.vn/ban-nha-70m2-shr-tho-cu-p-buu-long-chi-1650-ti-r273250
"Bán nhà 70m2 SHR thổ cư (P. Bửu Long) chỉ 1,650 tỉ",70.0,2.0,,24/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.65,https://batdongsan.vn/ban-nha-70m2-shr-tho-cu-p-buu-long-chi-1650-ti-r273249
"Nhà Mới 100% Trần Cao Vân, Phường 12, Quận Phú Nhuận",22.0,3.0,3.0,24/07/2023,TP Hồ Chí Minh,Phú Nhuận,Tây-Bắc,,Bán Nhà mặt phố,,https://batdongsan.vn/nha-moi-100-tran-cao-van-phuong-12-quan-phu-nhuan-r273248
"Bán nhà 1 Trệt 1 Lầu khu Lavender 100m2 (X.Thạnh Phú) chỉ 2,8 tỉ",100.0,3.0,2.0,24/07/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà mặt phố,2.8,https://batdongsan.vn/ban-nha-1-tret-1-lau-khu-lavender-100m2-xthanh-phu-chi-28-ti-r273246
"TRUNG TÂM SƠN TRÀ, SÁT MẶT TIỀN TRẦN HƯNG ĐẠO.",50.0,5.0,3.0,24/07/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà riêng,2.4,https://batdongsan.vn/trung-tam-son-tra-sat-mat-tien-tran-hung-dao-r273243
"Bán Căn góc MT QL1A, Tân Chánh Hiệp, ngang 7.5m, Kinh doanh đa ngành, 2.3 tỷ",80.0,2.0,2.0,24/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà mặt phố,2.3,https://batdongsan.vn/ban-can-goc-mt-ql1a-tan-chanh-hiep-ngang-75m-kinh-doanh-da-nganh-23-ty-r273241
"HXH Thông, 1 Sẹc 65m2 (4.6x14m) 5 tỷ TL, Quang Trung",65.0,2.0,2.0,24/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,5000.0,https://batdongsan.vn/hxh-thong-1-sec-65m2-46x14m-5-ty-tl-quang-trung-r273238
"BÁN NHÀ LÔ GÓC PHỐ THẠCH BÀN, 52M x 5 TẦNG, MT 6M, GARA Ô TÔ, 6 TỶ",52.0,3.0,4.0,23/07/2023,Hà Nội,Long Biên,Tây-Nam,Tây-Nam,Bán Nhà riêng,6.0,https://batdongsan.vn/ban-nha-lo-goc-pho-thach-ban-52m-x-5-tang-mt-6m-gara-o-to-6-ty-r273235
"Nhà ngay góc Lũy Bán Bích - Vườn Lài, hẻm 21 ô tô tránh, 5.1 tỷ",52.0,3.0,2.0,23/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.1,https://batdongsan.vn/nha-ngay-goc-luy-ban-bich-vuon-lai-hem-21-o-to-tranh-51-ty-r273233
Bán nhà đường Lê Trọng Tấn Phường Sơn Kỳ Quận Tân Phú,88.0,3.0,4.0,07/08/2023,TP Hồ Chí Minh,Tân Phú,Tây,,Bán Nhà riêng,10.9,https://batdongsan.vn/ban-nha-duong-le-trong-tan-phuong-son-ky-quan-tan-phu-r273231
"Bán nhà Nguyễn Hữu Cảnh, phường 22, Bình Thạnh. Nhỉnh 5 tỷ",43.0,,,21/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,5.2,https://batdongsan.vn/ban-nha-nguyen-huu-canh-phuong-22-binh-thanh-nhinh-5-ty-r273230
Bán Nhà Quận 7 - 5 Tầng 3PN - Ngang Lớn 5M - Không Quy Hoạch - 4Tỷ,27.0,,,21/07/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà riêng,4.0,https://batdongsan.vn/ban-nha-quan-7-5-tang-3pn-ngang-lon-5m-khong-quy-hoach-4ty-r273227
Bán Nhà Quận 7 - 5 Tầng 3PN - Ngang Lớn 5M - Không Quy Hoạch - 4Tỷ,27.0,,,21/07/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà riêng,4.0,https://batdongsan.vn/ban-nha-quan-7-5-tang-3pn-ngang-lon-5m-khong-quy-hoach-4ty-r273226
"VỊ TRÍ HIẾM, Ô TÔ VÀO TẬN CỬA, CÁCH MẶT PHỐ 40M – LẠC LONG QUÂN, TÂY HỒ",33.0,3.0,4.0,21/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,5.55,https://batdongsan.vn/vi-tri-hiem-o-to-vao-tan-cua-cach-mat-pho-40m-lac-long-quan-tay-ho-r273221
"Cần bán nhà tại ngõ 144 Quan Nhân phía gần đường Lê Văn Lương, 50m2 5 tầng giá 6.9 tỷ",50.0,,,21/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,6.9,https://batdongsan.vn/can-ban-nha-tai-ngo-144-quan-nhan-phia-gan-duong-le-van-luong-50m2-5-tang-gia-69-ty-r273219
"Bán nhà phố Núi Trúc, Ba Đình, gần phố, nhà đẹp ở ngay 5 tầng 35 m2 giá 4.95 tỷ",35.0,3.0,4.0,21/07/2023,Hà Nội,Ba Đình,,,Bán Nhà riêng,4.95,https://batdongsan.vn/ban-nha-pho-nui-truc-ba-dinh-gan-pho-nha-dep-o-ngay-5-tang-35-m2-gia-495-ty-r273218
"Ô tô vào nhà vài bước chân ra Âu Cơ, 55m2 4 tầng BTCT 5.5 tỷ 0977943598",55.0,,,21/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.5,https://batdongsan.vn/o-to-vao-nha-vai-buoc-chan-ra-au-co-55m2-4-tang-btct-55-ty-0977943598-r273217
"Bán Gấp Nhà 35m2, Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh.",35.0,2.0,2.0,21/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.4,https://batdongsan.vn/ban-gap-nha-35m2-duong-phan-van-tri-phuong-11-quan-binh-thanh-r273216
"BÌNH TÂY - DTSD 73M2 - 3,1 TỶ, TL",25.0,3.0,,21/07/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,3.1,https://batdongsan.vn/binh-tay-dtsd-73m2-31-ty-tl-r273215
"BÌNH TÂY - DTSD 73M2 - 3,1 TỶ, TL",25.0,3.0,,21/07/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,3.1,https://batdongsan.vn/binh-tay-dtsd-73m2-31-ty-tl-r273214
Chuyển nhượng nhà đang có hợp đồng cho trường Cao Đẳng thuê 500tr/tháng (Ký 10 năm),1000.0,,,21/07/2023,TP Hồ Chí Minh,Tân Phú,Đông,Tây,Bán Nhà mặt phố,135.0,https://batdongsan.vn/chuyen-nhuong-nha-dang-co-hop-dong-cho-truong-cao-dang-thue-500trthang-ky-10-nam-r273213
